13,2025-10-20 10:32:38,web,,Ibagué,48,CC,53254231,Daniela Sánchez López,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",332,1
14,2025-10-20 16:40:38,telefono,,Santa Marta,77,CC,113615648,Juan Hernández Sánchez,clopidogrel,34,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",94,1
15,2025-10-20 10:12:38,whatsapp,1,Cali,41,CC,13427039,Daniela García Pérez,dexametasona,67,"Sí, Dexametasona 10UI (Tableta) – Stock: 433 unidades. Ubicación: Sede Oriente Bucaramanga, Carrera 40 No. 48-21 (Bucaramanga). Actualizado: 2025-10-08.",285,1
16,2025-10-20 22:11:38,whatsapp,10,Manizales,35,CC,85903132,Camila López López,ampicilina,39,"Sí, Ampicilina 20ml (Ungüento) – Stock: 425 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-12.",1061,1
17,2025-10-20 21:15:38,web,,Bucaramanga,38,CE,117896868,Sofía Pérez Torres,dexametasona,67,"Sí, Dexametasona 10UI (Tableta) – Stock: 450 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 129 No. 70-64 (Pasto). Actualizado: 2025-10-07.",739,1
18,2025-10-20 08:13:38,telefono,31,Bucaramanga,38,CC,106761593,Felipe García Martínez,losartán,60,"Sí, Losartán 250mcg (Suspensión) – Stock: 202 unidades. Ubicación: Sede Parque Ibagué, Carrera 112 No. 23-67 (Ibagué). Actualizado: 2025-09-30.",564,1
19,2025-10-20 09:48:38,web,,Cartagena,30,CE,102441096,María Rodríguez Pérez,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",124,1
20,2025-10-20 11:49:38,telefono,,Pereira,53,CE,28562326,Ana López Sánchez,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",438,1
21,2025-10-20 08:41:38,telefono,,Cali,19,TI,74863590,Andrés García Rodríguez,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",385,1
22,2025-10-21 03:29:38,whatsapp,,Armenia,74,CE,68574966,Daniela Torres Torres,azitromicina,74,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",876,1
23,2025-10-21 04:26:38,web,,Pereira,18,TI,62794229,Laura Hernández Hernández,dexametasona,67,"Sí, Dexametasona 10UI (Tableta) – Stock: 450 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 129 No. 70-64 (Pasto). Actualizado: 2025-10-07.",334,1
24,2025-10-20 08:06:38,telefono,,Cartagena,37,CC,76137548,Sofía Sánchez Sánchez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",965,1
25,2025-10-20 05:33:38,web,,Pereira,22,CE,63929902,Laura Sánchez Gómez,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,1116,0
26,2025-10-20 21:19:38,whatsapp,,Bogotá,66,CC,54970734,Daniela García Martínez,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",187,1
27,2025-10-21 04:10:38,telefono,,Pasto,78,TI,49931273,María Martínez Sánchez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",253,1
28,2025-10-20 13:17:38,whatsapp,,Bogotá,64,TI,32414961,Camila Sánchez Pérez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",969,1
29,2025-10-20 23:59:38,web,,Villavicencio,19,CC,42898142,Camila Hernández Ramírez,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",960,1
30,2025-10-20 20:29:38,telefono,,Villavicencio,70,TI,19525938,Laura Torres Sánchez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",906,1
31,2025-10-21 01:53:38,whatsapp,,Cúcuta,84,CC,88795817,Daniela Sánchez Torres,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",507,1
32,2025-10-20 09:00:38,telefono,,Armenia,82,CE,14614633,Daniela Torres García,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",607,1
33,2025-10-21 00:34:38,whatsapp,,Bogotá,71,CE,49808824,Ana Martínez Martínez,losartán,102,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",505,1
34,2025-10-21 00:59:38,telefono,25,Manizales,30,CC,106448998,Felipe Torres Ramírez,atorvastatina,95,"Sí, Atorvastatina 20g (Tableta) – Stock: 303 unidades. Ubicación: Sede Occidente Ibagué, Transversal 100 No. 75-3 (Ibagué). Actualizado: 2025-09-24.",287,1
35,2025-10-20 18:12:38,telefono,,Cali,54,TI,55558092,Ana López Gómez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",293,1
36,2025-10-20 05:35:38,web,,Cali,38,CC,35918591,Daniela Ramírez López,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",974,1
37,2025-10-20 17:48:38,whatsapp,,Pasto,68,TI,71887143,Felipe Sánchez Rodríguez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",410,1
38,2025-10-20 07:17:38,telefono,34,Cartagena,79,CC,54268735,Felipe López Rodríguez,ibuprofeno,117,"Sí, Ibuprofeno 850g (Solución inyectable) – Stock: 256 unidades. Ubicación: Sede Oriente Bogotá, Diagonal 122 No. 71-68 (Bogotá). Actualizado: 2025-10-11.",1198,1
39,2025-10-20 05:37:38,whatsapp,,Medellín,50,TI,96226007,Andrés Pérez López,clopidogrel,34,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",489,1
40,2025-10-20 11:51:38,whatsapp,44,Armenia,72,TI,69568885,Daniela López Torres,clopidogrel,27,"Sí, Clopidogrel 750g (Jarabe) – Stock: 183 unidades. Ubicación: Sede Centro Bogotá, Carrera 133 No. 47-80 (Bogotá). Actualizado: 2025-10-10.",744,1
41,2025-10-20 08:15:38,whatsapp,,Pereira,74,CC,37022137,Camila Rodríguez Gómez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",87,1
42,2025-10-21 02:35:38,telefono,,Medellín,67,CE,27771564,María Rodríguez Pérez,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",934,1
43,2025-10-20 15:34:38,whatsapp,,Villavicencio,53,CE,77009843,Felipe Pérez García,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",1117,1
44,2025-10-20 20:45:38,whatsapp,,Villavicencio,78,CE,46855808,María Gómez Gómez,salbutamol,101,"Sí, Salbutamol 850UI (Polvo) – Stock: 449 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-25.",432,1
45,2025-10-20 11:19:38,whatsapp,,Santa Marta,34,CE,101710081,María García Rodríguez,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",929,1
46,2025-10-20 23:28:38,whatsapp,7,Neiva,50,CE,44898234,Carlos Ramírez Torres,acetaminofén,66,"Sí, Acetaminofén 1000mg (Crema) – Stock: 219 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-21.",395,1
47,2025-10-20 11:23:38,telefono,13,Popayán,70,TI,67149990,María Ramírez Hernández,losartán,93,"Sí, Losartán 750ml (Ungüento) – Stock: 105 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-10-10.",492,1
48,2025-10-21 04:46:38,whatsapp,,Popayán,49,CE,36036342,María Torres López,metformina,89,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",1006,1
49,2025-10-21 03:22:38,whatsapp,,Cartagena,40,CC,117013621,Andrés Gómez Ramírez,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",922,1
50,2025-10-21 03:05:38,telefono,,Manizales,45,CE,99653875,Daniela Gómez Torres,metformina,89,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",649,1
51,2025-10-20 09:47:38,whatsapp,,Cali,80,CC,46606003,Andrés Martínez Ramírez,atorvastatina,62,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",1072,1
52,2025-10-20 11:28:38,whatsapp,,Barranquilla,19,CE,52650793,María Sánchez Hernández,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",633,1
53,2025-10-20 12:03:38,whatsapp,,Neiva,19,TI,53200401,Sofía Hernández Torres,diclofenaco,90,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",692,1
54,2025-10-21 00:39:38,whatsapp,,Bogotá,73,CC,32627200,Daniela López López,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",172,1
55,2025-10-20 11:20:38,web,6,Medellín,35,CE,79871671,Laura Torres Gómez,diclofenaco,46,"Sí, Diclofenaco 20UI (Ungüento) – Stock: 332 unidades. Ubicación: Sede Sur Barranquilla, Transversal 47 No. 36-60 (Barranquilla). Actualizado: 2025-09-23.",804,1
56,2025-10-20 10:12:38,whatsapp,15,Pereira,74,TI,71718187,Sofía López Ramírez,losartán,93,"Sí, Losartán 750ml (Ungüento) – Stock: 282 unidades. Ubicación: Sede Santa María Pereira, Transversal 40 No. 31-21 (Pereira). Actualizado: 2025-10-15.",277,1
57,2025-10-20 07:02:38,whatsapp,,Santa Marta,57,CC,78918830,Camila López Ramírez,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",312,1
58,2025-10-20 08:45:38,telefono,34,Bucaramanga,58,TI,79793180,Camila Ramírez López,ampicilina,87,"Sí, Ampicilina 600UI (Suspensión) – Stock: 408 unidades. Ubicación: Sede Oriente Bogotá, Diagonal 122 No. 71-68 (Bogotá). Actualizado: 2025-10-10.",344,1
59,2025-10-20 23:42:38,web,50,Ibagué,72,CC,108895469,Andrés Ramírez Pérez,ibuprofeno,91,"Sí, Ibuprofeno 1000ml (Polvo) – Stock: 356 unidades. Ubicación: Sede San Martín Cúcuta, Transversal 139 No. 5-80 (Cúcuta). Actualizado: 2025-10-01.",530,1
60,2025-10-20 19:27:38,telefono,,Armenia,84,CC,23241515,Sofía Hernández Gómez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",1064,1
61,2025-10-20 07:01:38,whatsapp,,Neiva,29,CE,22384634,Felipe Rodríguez Sánchez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",517,1
62,2025-10-20 17:06:38,telefono,,Cartagena,61,TI,51930862,Camila Torres Ramírez,losartán,102,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",861,1
63,2025-10-21 00:53:38,telefono,,Bogotá,76,TI,29382612,Ana Sánchez Rodríguez,clopidogrel,34,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",562,1
64,2025-10-20 13:21:38,whatsapp,,Bogotá,25,CC,105083788,Camila García López,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",546,1
65,2025-10-20 13:32:38,telefono,,Santa Marta,75,TI,53347060,Laura Rodríguez Sánchez,metformina,89,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",654,1
66,2025-10-21 02:48:38,whatsapp,,Popayán,87,TI,93794171,María Sánchez Hernández,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",1154,1
67,2025-10-20 12:35:38,whatsapp,,Cali,25,TI,87984645,Laura García Ramírez,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",736,1
68,2025-10-20 12:11:38,telefono,,Neiva,51,TI,78682759,Sofía Pérez Hernández,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",510,1
69,2025-10-20 15:50:38,telefono,,Bogotá,28,CC,41916348,Daniela Pérez Rodríguez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",1060,1
70,2025-10-20 07:52:38,web,,Barranquilla,60,TI,21840119,Felipe Ramírez Rodríguez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",137,1
71,2025-10-20 12:00:38,web,,Neiva,35,CC,97087978,Sofía Gómez Pérez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",281,1
72,2025-10-20 21:57:38,whatsapp,38,Medellín,79,CC,89118626,Felipe Martínez Pérez,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,350,0
73,2025-10-20 06:49:38,telefono,46,Manizales,73,TI,50773757,Daniela Sánchez Gómez,ampicilina,39,"Sí, Ampicilina 20ml (Ungüento) – Stock: 58 unidades. Ubicación: Sede Parque Pasto, Carrera 117 No. 71-19 (Pasto). Actualizado: 2025-09-22.",1127,1
74,2025-10-20 13:44:38,web,,Cúcuta,83,TI,65534692,Felipe Hernández Hernández,metformina,89,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",751,1
75,2025-10-20 14:21:38,whatsapp,,Villavicencio,48,TI,23631328,Juan Hernández Rodríguez,azitromicina,74,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",1077,1
76,2025-10-20 14:25:38,whatsapp,,Cúcuta,22,CE,27042748,Carlos Ramírez Sánchez,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",731,1
77,2025-10-21 03:55:38,telefono,18,Manizales,57,CE,78330356,Felipe Hernández Rodríguez,dexametasona,49,"Sí, Dexametasona 750ml (Ungüento) – Stock: 293 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-09-27.",619,1
78,2025-10-21 03:41:38,web,,Pasto,31,CC,40443496,Andrés Gómez Hernández,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,1069,0
79,2025-10-20 11:13:38,whatsapp,,Santa Marta,27,TI,15029740,Daniela Sánchez Sánchez,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,885,0
80,2025-10-20 07:38:38,telefono,10,Santa Marta,56,TI,45837422,Andrés Pérez Ramírez,dexametasona,85,"Sí, Dexametasona 10UI (Jarabe) – Stock: 270 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-01.",555,1
81,2025-10-21 04:36:38,whatsapp,,Armenia,47,CE,107392306,Camila López Gómez,clopidogrel,34,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",680,1
82,2025-10-20 13:04:38,web,,Ibagué,45,CE,77918454,Ana Rodríguez García,ampicilina,52,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",733,1
83,2025-10-20 08:55:38,telefono,,Popayán,36,TI,68946043,Ana Rodríguez Ramírez,acetaminofén,116,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",408,1
84,2025-10-20 18:08:38,whatsapp,37,Pereira,89,CE,104653129,Laura Martínez Hernández,azitromicina,13,"Sí, Azitromicina 250ml (Suspensión) – Stock: 393 unidades. Ubicación: Sede Oriente Popayán, Transversal 30 No. 9-52 (Popayán). Actualizado: 2025-10-03.",261,1
85,2025-10-21 03:05:38,web,48,Bucaramanga,88,CE,94131537,Laura Ramírez Hernández,losartán,102,"Sí, Losartán 20g (Tableta) – Stock: 342 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 60 No. 53-6 (Santa Marta). Actualizado: 2025-10-06.",843,1
86,2025-10-20 22:22:38,telefono,,Ibagué,56,CE,116664057,Camila Sánchez López,diclofenaco,90,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",1035,1
87,2025-10-20 10:51:38,whatsapp,48,Bucaramanga,54,TI,21050290,Sofía López Torres,azitromicina,65,"Sí, Azitromicina 250mg (Polvo) – Stock: 359 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 60 No. 53-6 (Santa Marta). Actualizado: 2025-09-25.",810,1
88,2025-10-21 05:00:38,web,,Ibagué,38,CC,20324372,Felipe Rodríguez Pérez,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,769,0
89,2025-10-21 02:04:38,telefono,,Cali,47,CE,46702832,Sofía Pérez Gómez,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",667,1
90,2025-10-20 19:37:38,telefono,32,Armenia,21,TI,27241808,Daniela Martínez Ramírez,dexametasona,99,"Sí, Dexametasona 500mcg (Ungüento) – Stock: 403 unidades. Ubicación: Sede Oriente Cúcuta, Transversal 63 No. 60-73 (Cúcuta). Actualizado: 2025-10-20.",1001,1
91,2025-10-20 22:34:38,whatsapp,,Pasto,21,CC,67009298,Andrés Gómez Torres,omeprazol,20,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",574,1
92,2025-10-20 10:24:38,telefono,,Neiva,42,CE,60615059,Sofía Sánchez Rodríguez,azitromicina,74,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",318,1
93,2025-10-21 05:23:38,telefono,,Neiva,35,CE,110207692,Camila Hernández López,clopidogrel,34,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",239,1
94,2025-10-21 00:53:38,web,,Medellín,46,CE,92371910,Daniela Ramírez Gómez,ibuprofeno,88,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",342,1
95,2025-10-20 10:32:38,web,,Pereira,46,CE,75528067,Andrés Torres Gómez,azitromicina,74,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",947,1
96,2025-10-21 00:20:38,web,,Popayán,56,CE,119287116,Camila Rodríguez López,salbutamol,101,"Sí, Salbutamol 850UI (Polvo) – Stock: 449 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-25.",750,1
